full_text,cleaned-texts,stemmed-texts,tokenized-texts,pre-process,sentiment_score,sentiment
"strategi debat macam apa yg dimainkan oleh prabowo ini, dia melempar pertanyaan tertutup ke ganjar dan anis: lo setuju nggak sama program gw?",strategi debat macam apa yg dimainkan oleh prabowo ini  dia melempar pertanyaan tertutup ke ganjar dan anis  lo setuju nggak sama program gw ,strategi debat macam apa yg main oleh prabowo ini dia lempar tanya tutup ke ganjar dan anis lo tuju nggak sama program gw,,strategi debat macam apa yg main oleh prabowo ini dia lempar tanya tutup ke ganjar dan anis lo tuju nggak sama program gw,7,Positif
"Ko jadi banyak yang alus ya sekarang sama pak prabowo, jangan jangan ada maunya nih #WaktunyaPrabowoGibran #AkhirnyaPilihPrabowo  #GemoySamsul #debatcapres2024 https://t.co/KDFjNMZrkv",ko jadi banyak yang alus ya sekarang sama pak prabowo  jangan jangan ada maunya nih  waktunyaprabowogibran  akhirnyapilihprabowo   gemoysamsul  debatcapres2024 https   t co kdfjnmzrkv,ko jadi banyak yang alus ya sekarang sama pak prabowo jangan jangan ada mau nih waktunyaprabowogibran akhirnyapilihprabowo gemoysamsul debatcapres2024 https t co kdfjnmzrkv,,ko jadi banyak yang alus ya sekarang sama pak prabowo jangan jangan ada mau nih waktunyaprabowogibran akhirnyapilihprabowo gemoysamsul debatcapres2024 https t co kdfjnmzrkv,4,Positif
"@andinamitaa Biar ntar di tiktot anies ganjar setuju sama prabowo""""", andinamitaa biar ntar di tiktot anies ganjar setuju sama prabowo  ,andinamitaa biar ntar di tiktot anies ganjar tuju sama prabowo,,andinamitaa biar ntar di tiktot anies ganjar tuju sama prabowo,13,Positif
"Kekerasan Prabowo, ancaman bagi perdamaian  #debatcapres2024 #WaktunyaPrabowoGibran #03pasTIGAnjar #AniesFinalStage https://t.co/14ETT10gEe",kekerasan prabowo  ancaman bagi perdamaian   debatcapres2024  waktunyaprabowogibran  03pastiganjar  aniesfinalstage https   t co 14ett10gee,keras prabowo ancam bagi damai debatcapres2024 waktunyaprabowogibran 03pastiganjar aniesfinalstage https t co 14ett10gee,,keras prabowo ancam bagi damai debatcapres2024 waktunyaprabowogibran 03pastiganjar aniesfinalstage https t co 14ett10gee,-5,Negatif
"Curiga Prabowo mulai sadar kalau beliau dan pengaruhnya cuma dijadiin alat buat bangun pondasi dinasti politik wwkwk  Soalnya adem ayem aje beliau nih, malah nanya ke Ganjar dan Anies setuju atau engga. Tanpa membantah/memanas",curiga prabowo mulai sadar kalau beliau dan pengaruhnya cuma dijadiin alat buat bangun pondasi dinasti politik wwkwk  soalnya adem ayem aje beliau nih  malah nanya ke ganjar dan anies setuju atau engga  tanpa membantah memanas,curiga prabowo mulai sadar kalau beliau dan pengaruh cuma dijadiin alat buat bangun pondasi dinasti politik wwkwk soal adem ayem aje beliau nih malah nanya ke ganjar dan anies tuju atau engga tanpa ban panas,,curiga prabowo mulai sadar kalau beliau dan pengaruh cuma dijadiin alat buat bangun pondasi dinasti politik wwkwk soal adem ayem aje beliau nih malah nanya ke ganjar dan anies tuju atau engga tanpa ban panas,-1,Negatif
@ainunnajib @prabowo @ganjarpranowo Bagus sdh ada berani menyerang, ainunnajib  prabowo  ganjarpranowo bagus sdh ada berani menyerang,ainunnajib prabowo ganjarpranowo bagus sdh ada berani serang,,ainunnajib prabowo ganjarpranowo bagus sdh ada berani serang,6,Positif
"@DS_yantie Prabowo setuju kanan - setuju kiri ,tengah gak ada tujuan (kopong) 🤣🤣🤣""", ds yantie prabowo setuju kanan   setuju kiri  tengah gak ada tujuan  kopong      ,ds yantie prabowo tuju kanan tuju kiri tengah gak ada tuju kopong,,ds yantie prabowo tuju kanan tuju kiri tengah gak ada tuju kopong,6,Positif
setiap prabowo bahas makan siang tolong cium gue.,setiap prabowo bahas makan siang tolong cium gue ,tiap prabowo bahas makan siang tolong cium gue,,tiap prabowo bahas makan siang tolong cium gue,3,Positif
Prabowo lgi mendengarkan masukan untuk proker dri anies sm ganjar,prabowo lgi mendengarkan masukan untuk proker dri anies sm ganjar,prabowo lgi dengar masuk untuk proker dri anies sm ganjar,,prabowo lgi dengar masuk untuk proker dri anies sm ganjar,11,Positif
"Pencapaian target kemiskinan ekstrem 0 persen memberikan kepuasan besar bagi masyarakat, Prabowo Gibran siap melanjutkan langkah ini  NoIKemiskinan Targetnya02 #KemiskinanNolPersen02 https://t.co/Z7wPiSKnif",pencapaian target kemiskinan ekstrem 0 persen memberikan kepuasan besar bagi masyarakat  prabowo gibran siap melanjutkan langkah ini  noikemiskinan targetnya02  kemiskinannolpersen02 https   t co z7wpisknif,capai target miskin ekstrem 0 persen beri puas besar bagi masyarakat prabowo gibran siap lanjut langkah ini noikemiskinan targetnya02 kemiskinannolpersen02 https t co z7wpisknif,,capai target miskin ekstrem 0 persen beri puas besar bagi masyarakat prabowo gibran siap lanjut langkah ini noikemiskinan targetnya02 kemiskinannolpersen02 https t co z7wpisknif,5,Positif
Isi catatan yg prabowo pegang = setuju sama omongan anies,isi catatan yg prabowo pegang   setuju sama omongan anies,isi catat yg prabowo pegang tuju sama omong anies,,isi catat yg prabowo pegang tuju sama omong anies,4,Positif
"Prabowo sudah memberikan segalanya untuk negara ini, sekarang dia dan Gibran siap untuk memimpin perubahan. Prabowo-Gibran menang? #WaktunyaPrabowoGibran #02RangkulSemua",prabowo sudah memberikan segalanya untuk negara ini  sekarang dia dan gibran siap untuk memimpin perubahan  prabowo gibran menang   waktunyaprabowogibran  02rangkulsemua,prabowo sudah beri segala untuk negara ini sekarang dia dan gibran siap untuk pimpin ubah prabowo gibran menang waktunyaprabowogibran 02rangkulsemua,,prabowo sudah beri segala untuk negara ini sekarang dia dan gibran siap untuk pimpin ubah prabowo gibran menang waktunyaprabowogibran 02rangkulsemua,15,Positif
"@info_beragam @prabowo @gibran_tweet Betul, masyarakat yang pintar memilih KITAMaSBOWO KITAGBRan berdasarkan dari kerja dan strateginya mengatasi problem internasional.  @prabowo @gibran_tweet  #DebatCapres2024 #Gaya02MemangPaten PAKBOwo TegasLUGAS", info beragam  prabowo  gibran tweet betul  masyarakat yang pintar memilih kitamasbowo kitagbran berdasarkan dari kerja dan strateginya mengatasi problem internasional    prabowo  gibran tweet   debatcapres2024  gaya02memangpaten pakbowo tegaslugas,info agam prabowo gibran tweet betul masyarakat yang pintar pilih kitamasbowo kitagbran dasar dari kerja dan strategi atas problem internasional prabowo gibran tweet debatcapres2024 gaya02memangpaten pakbowo tegaslugas,,info agam prabowo gibran tweet betul masyarakat yang pintar pilih kitamasbowo kitagbran dasar dari kerja dan strategi atas problem internasional prabowo gibran tweet debatcapres2024 gaya02memangpaten pakbowo tegaslugas,12,Positif
Prabowo lebih pacifist ya sekarang btw,prabowo lebih pacifist ya sekarang btw,prabowo lebih pacifist ya sekarang btw,,prabowo lebih pacifist ya sekarang btw,8,Positif
"Atasi Kekurangan Dokter, Prabowo Bakal Perbanyak Fakultas Kedokteran https://t.co/XpM8PxWUAk #5news #Dokter #Prabowo #PrabowoGibran #debatcapres2024",atasi kekurangan dokter  prabowo bakal perbanyak fakultas kedokteran https   t co xpm8pxwuak  5news  dokter  prabowo  prabowogibran  debatcapres2024,atas kurang dokter prabowo bakal banyak fakultas dokter https t co xpm8pxwuak 5news dokter prabowo prabowogibran debatcapres2024,,atas kurang dokter prabowo bakal banyak fakultas dokter https t co xpm8pxwuak 5news dokter prabowo prabowogibran debatcapres2024,7,Positif
Lanjutkan Ganjar vs anies #debatcapres2024 ##AniesFinalStage BAH ANIES ROCKS DEBAT CAPRES Anies Baswedan Ganjar Pranowo Prabowo Subianto https://t.co/ESKPX4Znjq,lanjutkan ganjar vs anies  debatcapres2024   aniesfinalstage bah anies rocks debat capres anies baswedan ganjar pranowo prabowo subianto https   t co eskpx4znjq,lanjut ganjar vs anies debatcapres2024 aniesfinalstage bah anies rocks debat capres anies baswedan ganjar pranowo prabowo subianto https t co eskpx4znjq,,lanjut ganjar vs anies debatcapres2024 aniesfinalstage bah anies rocks debat capres anies baswedan ganjar pranowo prabowo subianto https t co eskpx4znjq,17,Positif
ganjar mantep banget closingannya anjrit bener2 gen banteng,ganjar mantep banget closingannya anjrit bener2 gen banteng,ganjar mantep banget closingannya anjrit bener2 gen banteng,,ganjar mantep banget closingannya anjrit bener2 gen banteng,4,Positif
GANJAR NYINDIR PRABOWO JOKOWI WKWKWKWKKW 😭😭😭😭😭,ganjar nyindir prabowo jokowi wkwkwkwkkw      ,ganjar nyindir prabowo jokowi wkwkwkwkkw,,ganjar nyindir prabowo jokowi wkwkwkwkkw,6,Positif
@liputan6dotcom 2024 bersama Ganjar-Mahfud 🔥🔥🔥, liputan6dotcom 2024 bersama ganjar mahfud    ,liputan6dotcom 2024 sama ganjar mahfud,,liputan6dotcom 2024 sama ganjar mahfud,9,Positif
@abigailfabyan km pilih ganjar kh?, abigailfabyan km pilih ganjar kh ,abigailfabyan km pilih ganjar kh,,abigailfabyan km pilih ganjar kh,2,Positif
Pak ganjar all out banget di pernyataan penutup😭 sip pak,pak ganjar all out banget di pernyataan penutup  sip pak,pak ganjar all out banget di nyata tutup sip pak,,pak ganjar all out banget di nyata tutup sip pak,8,Positif
"Terimakasih Pak Ganjar,Udah ngajarin Pak Prabowo..🤭🤭🤭🤭 https://t.co/LdPR6UphG3",terimakasih pak ganjar udah ngajarin pak prabowo       https   t co ldpr6uphg3,terimakasih pak ganjar udah ngajarin pak prabowo https t co ldpr6uphg3,,terimakasih pak ganjar udah ngajarin pak prabowo https t co ldpr6uphg3,10,Positif
"@kompascom Sudah seharusnya aparat polri bersikap neNetral, siap dukung selalu Pak Ganjar Pranowo dan pak Mahfud MD", kompascom sudah seharusnya aparat polri bersikap neNetral  siap dukung selalu pak ganjar pranowo dan pak mahfud md,kompascom sudah harus aparat polri sikap neNetral siap dukung selalu pak ganjar pranowo dan pak mahfud md,,kompascom sudah harus aparat polri sikap neNetral siap dukung selalu pak ganjar pranowo dan pak mahfud md,8,Positif
"Rekap #DebatCapres 5:  Sesi 1-2 Semua: Setuju, sepakat, bagus, dukung!  Sesi sisanya Prabowo: Program aku bagus ndak? Anies dan Ganjar: Maaf gk dulu pak. Kita mau ngomongin bansos dulu 🤭  Dah gt aja, ndak seru.   Oiya, Pak Prabs bagus hari ini tapi maaf ku tetap #AsalBukan02 🫶",rekap  debatcapres 5   sesi 1 2 semua  setuju  sepakat  bagus  dukung   sesi sisanya prabowo  program aku bagus ndak  anies dan ganjar  maaf gk dulu pak  kita mau ngomongin bansos dulu    dah gt aja  ndak seru    oiya  pak prabs bagus hari ini tapi maaf ku tetap  asalbukan02  ,rekap debatcapres 5 sesi 1 2 semua tuju sepakat bagus dukung sesi sisa prabowo program aku bagus ndak anies dan ganjar maaf gk dulu pak kita mau ngomongin bansos dulu dah gt aja ndak seru oiya pak prabs bagus hari ini tapi maaf ku tetap asalbukan02,,rekap debatcapres 5 sesi 1 2 semua tuju sepakat bagus dukung sesi sisa prabowo program aku bagus ndak anies dan ganjar maaf gk dulu pak kita mau ngomongin bansos dulu dah gt aja ndak seru oiya pak prabs bagus hari ini tapi maaf ku tetap asalbukan02,17,Positif
Penutupan dari pak ganjar keren bnget tolong . Nampolnya kemana2,penutupan dari pak ganjar keren bnget tolong   nampolnya kemana2,tutup dari pak ganjar keren bnget tolong nampolnya kemana2,,tutup dari pak ganjar keren bnget tolong nampolnya kemana2,9,Positif
"@giaozanitha Betul sekali, udah minta maaf masih ke jebret ama pak ganjar wkwk", giaozanitha betul sekali  udah minta maaf masih ke jebret ama pak ganjar wkwk,giaozanitha betul sekali udah minta maaf masih ke jebret ama pak ganjar wkwk,,giaozanitha betul sekali udah minta maaf masih ke jebret ama pak ganjar wkwk,-5,Negatif
Closing statement abah bikin gue mewek Closing statement pak ganjar bikin kemarahan gue tersalurkan Closing statement onoh yaudahlah ya,closing statement abah bikin gue mewek closing statement pak ganjar bikin kemarahan gue tersalurkan closing statement onoh yaudahlah ya,closing statement abah bikin gue mewek closing statement pak ganjar bikin marah gue salur closing statement onoh yaudahlah ya,,closing statement abah bikin gue mewek closing statement pak ganjar bikin marah gue salur closing statement onoh yaudahlah ya,-7,Negatif
@zy_zy_its_me Kemlinti ! Sok nyerang pk jokowi kaya yg gak punya dosa aja ! Sok bersih sok suci ! Ternyata memang sama2 koruptor ! Nyerang pk prabowo seolah2 pk prabowo lbh hina dr ganjar ! Milih calon ko koruptor ? Apa gk ada yg lbh baik dr ganjar ?, zy zy its me kemlinti   sok nyerang pk jokowi kaya yg gak punya dosa aja   sok bersih sok suci   ternyata memang sama2 koruptor   nyerang pk prabowo seolah2 pk prabowo lbh hina dr ganjar   milih calon ko koruptor   apa gk ada yg lbh baik dr ganjar  ,zy zy its me kemlinti sok nyerang pk jokowi kaya yg gak punya dosa aja sok bersih sok suci nyata memang sama2 koruptor nyerang pk prabowo seolah2 pk prabowo lbh hina dr ganjar milih calon ko koruptor apa gk ada yg lbh baik dr ganjar,,zy zy its me kemlinti sok nyerang pk jokowi kaya yg gak punya dosa aja sok bersih sok suci nyata memang sama2 koruptor nyerang pk prabowo seolah2 pk prabowo lbh hina dr ganjar milih calon ko koruptor apa gk ada yg lbh baik dr ganjar,-10,Negatif
@itsfreeyaa beliau tanya yg ukt tinggi itu kak ke ganjar, itsfreeyaa beliau tanya yg ukt tinggi itu kak ke ganjar,itsfreeyaa beliau tanya yg ukt tinggi itu kak ke ganjar,,itsfreeyaa beliau tanya yg ukt tinggi itu kak ke ganjar,2,Positif
"bener2 ganjar benci kedamaian, nyenggol terus, gokil🔥🔥🔥",bener2 ganjar benci kedamaian  nyenggol terus  gokil   ,bener2 ganjar benci damai nyenggol terus gokil,,bener2 ganjar benci damai nyenggol terus gokil,0,Netral
"ga masuk berita, soalnya dapet info dari wagub jateng (pak heru). pun masuk berita juga udah diminta takedown sama ganjar.",ga masuk berita  soalnya dapet info dari wagub jateng  pak heru   pun masuk berita juga udah diminta takedown sama ganjar ,ga masuk berita soal dapet info dari wagub jateng pak heru pun masuk berita juga udah minta takedown sama ganjar,,ga masuk berita soal dapet info dari wagub jateng pak heru pun masuk berita juga udah minta takedown sama ganjar,-10,Negatif
CLOSING STATEMENTYA BAGUS SEMUA 01 SAMA 03 MAKSUDNYA. PAK GANJAR MALEM INI PALING BERANI NYENTIL TAPI 02 DAH DI BRIEFING AMA TIM SURUH SETUJU2 KEKNYA,closing statementya bagus semua 01 sama 03 maksudnya  pak ganjar malem ini paling berani nyentil tapi 02 dah di briefing ama tim suruh setuju2 keknya,closing statementya bagus semua 01 sama 03 maksud pak ganjar malem ini paling berani nyentil tapi 02 dah di briefing ama tim suruh setuju2 kek,,closing statementya bagus semua 01 sama 03 maksud pak ganjar malem ini paling berani nyentil tapi 02 dah di briefing ama tim suruh setuju2 kek,2,Positif
sejauh ini pak ganjar so balance and menyala 🔥🔥,sejauh ini pak ganjar so balance and menyala   ,jauh ini pak ganjar so balance and nyala,,jauh ini pak ganjar so balance and nyala,3,Positif
"Debat kali ini, konten, logic thinking dan elaborasi masalah Anies ganjar oke, tapi karena opening speech dan penutupnya bikin merinding, gw (siapa gw) nobatkan Anies jadi man of the match. Selamat Bah @aniesbaswedan .",debat kali ini  konten  logic thinking dan elaborasi masalah anies ganjar oke  tapi karena opening speech dan penutupnya bikin merinding  gw  siapa gw  nobatkan anies jadi man of the match  selamat bah  aniesbaswedan  ,debat kali ini konten logic thinking dan elaborasi masalah anies ganjar oke tapi karena opening speech dan tutup bikin merinding gw siapa gw nobat anies jadi man of the match selamat bah aniesbaswedan,,debat kali ini konten logic thinking dan elaborasi masalah anies ganjar oke tapi karena opening speech dan tutup bikin merinding gw siapa gw nobat anies jadi man of the match selamat bah aniesbaswedan,3,Positif
cegah stunting bersmaa Ganjar Menang Total Semua Kerja Semua Murah,cegah stunting bersmaa ganjar menang total semua kerja semua murah,cegah stunting bersmaa ganjar menang total semua kerja semua murah,,cegah stunting bersmaa ganjar menang total semua kerja semua murah,9,Positif
"@kikysaputrii @prabowo kalau kata ganjar barusan yg dikutip dr statement jokowi jgn pilihan yg ada kasus korupsi, ham dll. berarti 3²nya emang gausah dipilih ni, karna semua punya kasus wkwkkw", kikysaputrii  prabowo kalau kata ganjar barusan yg dikutip dr statement jokowi jgn pilihan yg ada kasus korupsi  ham dll  berarti 3 nya emang gausah dipilih ni  karna semua punya kasus wkwkkw,kikysaputrii prabowo kalau kata ganjar barusan yg kutip dr statement jokowi jgn pilih yg ada kasus korupsi ham dll arti 3 nya emang gausah pilih ni karna semua punya kasus wkwkkw,,kikysaputrii prabowo kalau kata ganjar barusan yg kutip dr statement jokowi jgn pilih yg ada kasus korupsi ham dll arti 3 nya emang gausah pilih ni karna semua punya kasus wkwkkw,2,Positif
@tribunnews Maju terus pak Ganjar Mahfud tetap semangat demi kemajuan bangsa Indonesia 🤟🔥, tribunnews maju terus pak ganjar mahfud tetap semangat demi kemajuan bangsa indonesia   ,tribunnews maju terus pak ganjar mahfud tetap semangat demi maju bangsa indonesia,,tribunnews maju terus pak ganjar mahfud tetap semangat demi maju bangsa indonesia,22,Positif
pelan pelan pa ganjar jgn langsung di ulti,pelan pelan pa ganjar jgn langsung di ulti,pelan pelan pa ganjar jgn langsung di ulti,,pelan pelan pa ganjar jgn langsung di ulti,7,Positif
ALL IN GANJAR! 🤟🏻🤟🏻🤟🏻,all in ganjar        ,all in ganjar,,all in ganjar,3,Positif
EL CHUDAI SO BRAVE 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 MENYALA BAPAK GANJAR 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🌾🌾🌾🌾🌾🌾🌾,el chudai so brave            menyala bapak ganjar                         ,el chudai so brave nyala bapak ganjar,,el chudai so brave nyala bapak ganjar,5,Positif
"nonton debat sm keluarga, mereka tim 02 terus closing statement 03 ada bahas HAM. bokap gua bilang pak ganjar nyerang personal. JUJUR GUA DLM HATI MARAHH BRAW!",nonton debat sm keluarga  mereka tim 02 terus closing statement 03 ada bahas ham  bokap gua bilang pak ganjar nyerang personal  jujur gua dlm hati marahh braw ,nonton debat sm keluarga mereka tim 02 terus closing statement 03 ada bahas ham bokap gua bilang pak ganjar nyerang personal jujur gua dlm hati marahh braw,,nonton debat sm keluarga mereka tim 02 terus closing statement 03 ada bahas ham bokap gua bilang pak ganjar nyerang personal jujur gua dlm hati marahh braw,14,Positif
pak ganjar TIATI AH,pak ganjar tiati ah,pak ganjar tiati ah,,pak ganjar tiati ah,4,Positif
@lethalneuroses 1. ganjar 2. anies selesai, lethalneuroses 1  ganjar 2  anies selesai,lethalneuroses 1 ganjar 2 anies selesai,,lethalneuroses 1 ganjar 2 anies selesai,2,Positif
"pas mau nyoblos di kotak suara inget² pesen pak ganjar ttg kriteria capres: konsisten, mendengarkan rakyat, melawan politik dinasti dan kkn, tidak punya rekam jejak melanggar HAM",pas mau nyoblos di kotak suara inget  pesen pak ganjar ttg kriteria capres  konsisten  mendengarkan rakyat  melawan politik dinasti dan kkn  tidak punya rekam jejak melanggar ham,pas mau nyoblos di kotak suara inget sen pak ganjar ttg kriteria capres konsisten dengar rakyat lawan politik dinasti dan kkn tidak punya rekam jejak langgar ham,,pas mau nyoblos di kotak suara inget sen pak ganjar ttg kriteria capres konsisten dengar rakyat lawan politik dinasti dan kkn tidak punya rekam jejak langgar ham,-8,Negatif
Ketokke Ganjar due masalah pribadi karo Prabowo,ketokke ganjar due masalah pribadi karo prabowo,ketokke ganjar due masalah pribadi karo prabowo,,ketokke ganjar due masalah pribadi karo prabowo,1,Positif
maksud pak ganjar tadi jangan milih capres yang mana yaa 🫢,maksud pak ganjar tadi jangan milih capres yang mana yaa  ,maksud pak ganjar tadi jangan milih capres yang mana yaa,,maksud pak ganjar tadi jangan milih capres yang mana yaa,-1,Negatif
"Jangan lupa nyoblos ygy, pilih 3 untuk Semua Kerja Semua Murah . Yoms keren bgt bapack Ganjar Menang Total",jangan lupa nyoblos ygy  pilih 3 untuk semua kerja semua murah   yoms keren bgt bapack ganjar menang total,jangan lupa nyoblos ygy pilih 3 untuk semua kerja semua murah yoms keren bgt bapack ganjar menang total,,jangan lupa nyoblos ygy pilih 3 untuk semua kerja semua murah yoms keren bgt bapack ganjar menang total,5,Positif
@Dennysiregar7 keras sekali pak ganjar diakhir 🤭, dennysiregar7 keras sekali pak ganjar diakhir  ,dennysiregar7 keras sekali pak ganjar akhir,,dennysiregar7 keras sekali pak ganjar akhir,1,Positif
internet gratis bersama Ganjar Menang Total Semua Kerja Semua Murah,internet gratis bersama ganjar menang total semua kerja semua murah,internet gratis sama ganjar menang total semua kerja semua murah,,internet gratis sama ganjar menang total semua kerja semua murah,12,Positif
wtb jaket ganjar-mahfud,wtb jaket ganjar mahfud,wtb jaket ganjar mahfud,,wtb jaket ganjar mahfud,6,Positif
"untuk indonesia yang lebih baik -pak ganjar maaf paaak saya salfok, MIRIP JARGON HIMPUNAN SAYA😭😭",untuk indonesia yang lebih baik  pak ganjar maaf paaak saya salfok  mirip jargon himpunan saya  ,untuk indonesia yang lebih baik pak ganjar maaf paaak saya salfok mirip jargon himpun saya,,untuk indonesia yang lebih baik pak ganjar maaf paaak saya salfok mirip jargon himpun saya,6,Positif
@Gavnjr bye ganjar, gavnjr bye ganjar,gavnjr bye ganjar,,gavnjr bye ganjar,-1,Negatif
Closing statement pak ganjar sangat rigid untuk jadi bahan curhat wowo pada rakyat nanti xixixi,closing statement pak ganjar sangat rigid untuk jadi bahan curhat wowo pada rakyat nanti xixixi,closing statement pak ganjar sangat rigid untuk jadi bahan curhat wowo pada rakyat nanti xixixi,,closing statement pak ganjar sangat rigid untuk jadi bahan curhat wowo pada rakyat nanti xixixi,-5,Negatif
Ganjar demi Allah ahli sarkas,ganjar demi allah ahli sarkas,ganjar demi allah ahli sarkas,,ganjar demi allah ahli sarkas,8,Positif
"Penutupan yang sangat menyilet-nyilet dari Pak Ganjar. Konsisten dengan topik inklusivitas yang dari awal diangkat, tapi lain dari itu cukup datar.",penutupan yang sangat menyilet nyilet dari pak ganjar  konsisten dengan topik inklusivitas yang dari awal diangkat  tapi lain dari itu cukup datar ,tutup yang sangat silet nyilet dari pak ganjar konsisten dengan topik inklusivitas yang dari awal angkat tapi lain dari itu cukup datar,,tutup yang sangat silet nyilet dari pak ganjar konsisten dengan topik inklusivitas yang dari awal angkat tapi lain dari itu cukup datar,-4,Negatif
"yakin pak Ganjar Menang Total , agar Semua Kerja Semua Murah dapat terlaksana  Ganjar Menang Total Semua Kerja Semua Murah",yakin pak ganjar menang total   agar semua kerja semua murah dapat terlaksana  ganjar menang total semua kerja semua murah,yakin pak ganjar menang total agar semua kerja semua murah dapat laksana ganjar menang total semua kerja semua murah,,yakin pak ganjar menang total agar semua kerja semua murah dapat laksana ganjar menang total semua kerja semua murah,13,Positif
TIPIS TIPIS PAK GANJAR🔥🔥🌾🌾,tipis tipis pak ganjar    ,tipis tipis pak ganjar,,tipis tipis pak ganjar,4,Positif
Let ganjar cooooookkkkm😭😭😭,let ganjar cooooookkkkm   ,let ganjar cooooookkkkm,,let ganjar cooooookkkkm,3,Positif
"Ganjar-Mahfud: - 3 Janji: Taat kepada Tuhan, patut Hukum, dan setia kepada rakyat - Fasilitas Kesehatan, Pendidikan, lapangan kerja, stunting - Menjaga demokrasi politik dan melawan politik dinasti, KKN, dan YANG PUNYA 1/4 negara wowowwo",ganjar mahfud    3 janji  taat kepada tuhan  patut hukum  dan setia kepada rakyat   fasilitas kesehatan  pendidikan  lapangan kerja  stunting   menjaga demokrasi politik dan melawan politik dinasti  kkn  dan yang punya 1 4 negara wowowwo,ganjar mahfud 3 janji taat kepada tuhan patut hukum dan setia kepada rakyat fasilitas sehat didik lapang kerja stunting jaga demokrasi politik dan lawan politik dinasti kkn dan yang punya 1 4 negara wowowwo,,ganjar mahfud 3 janji taat kepada tuhan patut hukum dan setia kepada rakyat fasilitas sehat didik lapang kerja stunting jaga demokrasi politik dan lawan politik dinasti kkn dan yang punya 1 4 negara wowowwo,15,Positif
Yang paling hafal materi kampanye Pak Jokowi 2014 dan 2019 hanya Pak Ganjar.  Dikutip berkali - kali dalam rangkaian debat capres.   Bisa saja tahun 2014 dulu materinya yg bikin atau usul Pak Anies. Karena beliau tim kampanye Pak Jokowi juga.   Tapi yg dianggap penerus Prabowo,yang paling hafal materi kampanye pak jokowi 2014 dan 2019 hanya pak ganjar   dikutip berkali   kali dalam rangkaian debat capres    bisa saja tahun 2014 dulu materinya yg bikin atau usul pak anies  karena beliau tim kampanye pak jokowi juga    tapi yg dianggap penerus prabowo,yang paling hafal materi kampanye pak jokowi 2014 dan 2019 hanya pak ganjar kutip kali kali dalam rangkai debat capres bisa saja tahun 2014 dulu materi yg bikin atau usul pak anies karena beliau tim kampanye pak jokowi juga tapi yg anggap terus prabowo,,yang paling hafal materi kampanye pak jokowi 2014 dan 2019 hanya pak ganjar kutip kali kali dalam rangkai debat capres bisa saja tahun 2014 dulu materi yg bikin atau usul pak anies karena beliau tim kampanye pak jokowi juga tapi yg anggap terus prabowo,15,Positif
Pak Ganjar - Pak Mahfud still best costume sih...,pak ganjar   pak mahfud still best costume sih   ,pak ganjar pak mahfud still best costume sih,,pak ganjar pak mahfud still best costume sih,7,Positif
closing speechnya pak ganjar pake bensin ya,closing speechnya pak ganjar pake bensin ya,closing speechnya pak ganjar pake bensin ya,,closing speechnya pak ganjar pake bensin ya,4,Positif
Closingnya Ganjar 🔥🔥🔥🔥🔥,closingnya ganjar      ,closingnya ganjar,,closingnya ganjar,3,Positif
@muchlis_ar Kemudian ada add note dari Ganjar: jangan sampai obesitas.  Pak Prab jadi manyun. 😄, muchlis ar kemudian ada add note dari ganjar  jangan sampai obesitas   pak prab jadi manyun   ,muchlis ar kemudian ada add note dari ganjar jangan sampai obesitas pak prab jadi manyun,,muchlis ar kemudian ada add note dari ganjar jangan sampai obesitas pak prab jadi manyun,2,Positif
pak ganjar masaknye di akhir biar kaga ada keributan trs disela ma lawan,pak ganjar masaknye di akhir biar kaga ada keributan trs disela ma lawan,pak ganjar masaknye di akhir biar kaga ada ribut trs sela ma lawan,,pak ganjar masaknye di akhir biar kaga ada ribut trs sela ma lawan,-8,Negatif
Woe pak mahfud &amp  pak ganjar juga pelukan iiihk kameranya keburu ganti ke moderator 🥲  #debatcapres2024,woe pak mahfud  amp  pak ganjar juga pelukan iiihk kameranya keburu ganti ke moderator     debatcapres2024,woe pak mahfud amp pak ganjar juga peluk iiihk kamera keburu ganti ke moderator debatcapres2024,,woe pak mahfud amp pak ganjar juga peluk iiihk kamera keburu ganti ke moderator debatcapres2024,2,Positif
"gila abis pidato closing ganjar yg begitu, berdirinya SAMPING SI NEPO BABY PERSIS",gila abis pidato closing ganjar yg begitu  berdirinya samping si nepo baby persis,gila abis pidato closing ganjar yg begitu diri samping si nepo baby persis,,gila abis pidato closing ganjar yg begitu diri samping si nepo baby persis,-7,Negatif
memang terbaik nih Ganjar Menang Total Semua Kerja Semua Murah maju terus,memang terbaik nih ganjar menang total semua kerja semua murah maju terus,memang baik nih ganjar menang total semua kerja semua murah maju terus,,memang baik nih ganjar menang total semua kerja semua murah maju terus,15,Positif
@tvOneNews kawal terus pak Ganjar Mahfud🔥, tvonenews kawal terus pak ganjar mahfud ,tvonenews kawal terus pak ganjar mahfud,,tvonenews kawal terus pak ganjar mahfud,10,Positif
